pl_name,Max_Sig
HD 204313 b,215.33010344041764
HD 204941 b,34.95553225525879
HD 20782 b,86.63558174695038
HD 207832 c,28.409310034730108
HD 208527 b,39.88434050335563
HD 20868 b,68.95711398041216
HD 210277 b,78.44402748358246
HD 210702 b,22.725957301196424
HD 211403 b,40.944563815983344
HD 211810 b,34.90810478963786
HD 213240 b,201.40112603435676
HD 213472 b,805.7332704238081
HD 214823 b,484.14866091923614
HD 216435 b,72.11913473322682
HD 216437 b,185.88772610042253
HD 217107 c,794.9249263871735
HD 217786 b,595.188587024601
HD 217850 b,2000.6328873619127
HD 219077 b,2909.411815268743
HD 219134 h,195.93351009053396
HD 219415 b,21.20188165270257
HD 219828 c,1391.4167879249767
HD 220074 b,44.2896583933344
HD 220689 b,76.08764435851658
HD 220773 b,143.02216143791148
HD 220842 b,35.280525893760455
HD 221287 b,53.04519751677153
HD 221420 b,5353.1653642051615
HD 221585 b,54.13604083234259
HD 222076 b,28.05120539393298
HD 222155 b,178.01126115935816
HD 222582 b,335.0632488104473
HD 224538 b,155.08602737020334
HD 22781 b,926.4349325688344
HD 23079 b,110.69981909459933
HD 23127 b,34.96502069295911
HD 233832 b,128.80851217341007
HD 23596 b,361.1735023729368
HD 238914 b,54.093567647866614
HD 24040 b,343.69800338330055
HD 24064 b,42.8868334269185
HD 25015 b,931.8158778497487
HD 25171 b,43.31954953232871
HD 26161 b,8576.21927338685
HD 27442 b,79.21001077565069
HD 27631 b,99.70414460763816
HD 27894 d,912.2085947750955
HD 27969 b,93.05494177494866
HD 28185 b,145.0200889042207
HD 28254 b,60.359560957450455
HD 29021 b,235.1350555571797
HD 290327 b,164.94837665633986
HD 29399 b,55.60751073911026
HD 30177 b,533.9389748504524
HD 30177 c,1380.543485996613
HD 30562 b,128.29408415358165
HD 30669 b,23.337752455294122
HD 32963 b,63.96525160128513
HD 331093 b,51.433333047407686
HD 33142 c,59.171813445888084
HD 33564 b,412.03728657455457
HD 33844 c,20.1793563326966
HD 34445 b,33.633373825816335
HD 34445 g,47.02856425583829
HD 37124 c,40.14406964032676
HD 37124 d,71.00853914981327
HD 37605 b,22.069867018117918
HD 37605 c,258.88609876004534
HD 3765 b,24.74638746140021
HD 38529 c,837.5489511132574
HD 38801 b,135.6723327755479
HD 39091 b,2710.5852401297834
HD 40979 b,87.18789679996168
HD 41004 A b,185.63829790130558
HD 4113 b,72.08865878729746
HD 42012 b,86.24941322412583
HD 4203 b,31.082177797836394
HD 4203 c,188.13134109211433
HD 4208 b,42.738678682231615
HD 45350 b,102.83591990070224
HD 45364 c,20.19316546117778
HD 47186 c,23.29877833735825
HD 4732 b,28.75467906924488
HD 4732 c,114.76169120684479
HD 47536 b,56.38563181864899
HD 4760 b,28.159017879948404
HD 48265 b,23.203351862012408
HD 50499 b,110.33188331201976
HD 50499 c,415.2782514591917
HD 50554 b,418.3116041731687
HD 55696 b,162.6034894634954
HD 5608 b,34.59300303353937
HD 59686 A b,42.349948832404415
HD 60532 b,21.323057540981704
HD 60532 c,98.11609121856083
HD 62509 b,184.15015302055858
HD 63765 b,21.5820898567068
HD 65216 b,56.07515649279963
HD 65216 c,373.65540244890127
HD 66141 b,95.15156825402123
HD 66428 b,222.998761023986
HD 66428 c,11552.140362326378
HD 67087 b,31.213059602627908
HD 67087 c,247.35517540568796
HD 6718 b,107.91363427086368
HD 68402 b,72.45060342969221
HD 68988 c,3108.682015789531
HD 69123 b,62.31226897940114
HD 70573 b,198.222686010745
HD 70642 b,205.66295995621158
HD 72490 b,21.105387422657685
HD 72659 b,271.3995120974775
HD 73267 b,149.81235620606495
HD 73526 c,24.172050634452447
HD 73534 b,33.30702935302394
HD 74156 c,483.5472365566734
HD 7449 b,44.08721128441306
HD 75784 c,507.0731751787709
HD 75898 b,31.703486504855842
HD 76920 b,30.645532485805703
HD 79498 b,92.07899663346109
HD 80606 b,41.66058324955534
HD 80869 b,222.2581064816045
HD 81040 b,474.35397775112193
HD 81817 b,75.43843433519181
HD 82943 b,64.31021270565647
HD 82943 c,51.62050077200576
HD 8535 b,25.887256638701313
HD 8574 b,28.10637058115271
HD 86226 b,25.220454639027412
HD 86264 b,274.1354596894178
HD 8673 b,1159.9771998245435
HD 86950 b,27.57058265069315
HD 87883 b,505.9215073807189
HD 89307 b,182.63706522766225
HD 89744 b,147.24469982443293
HD 9174 b,28.24301325921802
HD 92788 b,97.38268900574653
HD 92788 c,1097.6166951560829
HD 92987 b,3409.3665833285536
HD 9446 c,22.625642944808742
HD 94834 b,30.879050832543705
HD 95089 c,55.91031028611877
HD 95544 b,230.8770165505458
HD 95735 c,77.36605901428848
HD 95872 b,329.443230879982
HD 98649 b,1499.4300560252448
HD 98736 b,145.72567723191472
HD 99706 c,68.58521522771666
HIP 105854 b,38.47286721176931
HIP 109384 b,46.133452167188516
HIP 109600 b,32.093142383168356
HIP 114933 b,38.7548103869278
HIP 14810 d,22.143865958911203
HIP 34222 b,29.935094657161564
HIP 38594 c,52.3238869291152
HIP 5158 b,36.85159045828273
HIP 5158 c,2837.845438438768
HIP 56640 b,104.04231178996797
HIP 57274 d,28.672583313288204
HIP 63242 b,21.554146648968043
HIP 65891 b,43.45370600544473
HIP 67537 b,239.76270899064164
HIP 67851 c,225.7520503095981
HIP 70849 b,8916.026695541808
HIP 74890 b,34.75373348423588
HIP 75092 b,38.260364721064384
HIP 79431 b,108.78096170590071
HIP 8541 b,82.26973279443531
HIP 97233 b,319.9532473141585
HR 5183 b,2502.5277075488566
HR 810 b,92.60535314268938
KELT-6 c,32.559786038905436
Kepler-129 d,66.41531287625962
Kepler-407 c,144.7044719217777
Kepler-454 c,23.007105898601935
Kepler-88 d,21.98492672187774
Kepler-93 c,80.08381173801058
Kepler-94 c,96.56345809672663
Pr0211 c,331.7711547649355
WASP-41 c,23.19514028116931
WASP-53 c,517.2667531782802
WASP-8 c,507.34172920697284
alf Ari b,70.71781426143389
alf Tau b,404.2442519536335
bet Cnc b,82.72176451588638
bet Pic c,698.964516095841
bet UMi b,157.68172196078956
eps CrB b,71.14519761953956
eps Eri b,1043.677159923623
eps Ind A b,13955.822772552345
eps Tau b,111.42445837027721
gam 1 Leo b,207.75927570281087
gam Cep b,932.0312869417505
gam Lib c,136.7467641119058
gam Psc b,42.8747338354419
iot Dra b,454.7263339219193
kap CrB b,115.16734572012125
mu Leo b,53.311791142813824
nu Oph b,307.9151894350954
nu Oph c,1148.3790095583076
omi UMa b,92.58304911742646
psi 1 Dra B b,273.87601826896827
tau Gem b,89.11091112778878
ups And c,674.8189773036315
ups And d,1530.2736228642175
